No.,ID,TIMESTAMP
148,42855,1713772182642
149,22553,1713772187647
150,23423,1713772192650
151,40526,1713772197650
152,16340,1713772202655
153,6187,1713772207658
154,12999,1713772212659
155,27379,1713772217664
156,3083,1713772222668
157,37082,1713772227668
158,32218,1713772232673
159,7317,1713772237675
160,10307,1713772242675
161,27935,1713772247680
162,16719,1713772252683
163,2803,1713772257683
164,43020,1713772262687
165,16762,1713772267689
166,4740,1713772272690
167,8219,1713772277695
168,22978,1713772282697
169,19233,1713772287698
170,47081,1713772292703
171,48419,1713772297705
172,41473,1713772302705
173,23363,1713772307707
174,16806,1713772312709
175,35115,1713772317709
176,7412,1713772322714
177,19065,1713772327715
178,15840,1713772332715
179,10994,1713772337719
180,41428,1713772342721
181,7976,1713772347722
182,21785,1713772352727
183,21869,1713772357730
184,5211,1713772362731
185,27032,1713772367736
186,43214,1713772372739
187,25512,1713772377739
188,973,1713772382744
189,27864,1713772387747
190,32793,1713772392747
191,37651,1713772397750
192,49133,1713772402751
193,9243,1713772407752
194,41855,1713772412757
195,34729,1713772417759
196,49083,1713772422760
197,25272,1713772427765
198,43663,1713772432767
199,36895,1713772437768
200,19598,1713772442773
201,12670,1713772447775
202,29263,1713772452776
203,42141,1713772457781
204,46829,1713772462781
205,28625,1713772467783
206,9398,1713772472785
207,43451,1713772477787
208,3623,1713772482787
209,44967,1713772487791
210,26922,1713772492794
211,48594,1713772497794
212,44590,1713772502799
213,11355,1713772507802
214,11367,1713772512803
215,6934,1713772517807
216,38532,1713772522809
217,4747,1713772527809
218,25144,1713772532814
219,31237,1713772537817
220,48859,1713772542817
221,17010,1713772547822
222,22741,1713772552825
223,7994,1713772557825
224,3330,1713772562830
225,13623,1713772567833
226,38227,1713772572833
227,31099,1713772577835
228,35431,1713772582837
229,17648,1713772587837
230,29936,1713772592842
231,27269,1713772597845
232,3415,1713772602846
233,24272,1713772607851
234,43434,1713772612853
235,37844,1713772617854
236,37458,1713772622859
237,28300,1713772627861
238,5081,1713772632861
239,23447,1713772637863
240,14929,1713772642866
241,47197,1713772647867
242,26914,1713772652872
243,9633,1713772657874
244,44376,1713772662876
245,7337,1713772667881
246,22482,1713772672883
247,34946,1713772677883
248,47758,1713772682888
249,37596,1713772687891
250,19125,1713772692891
251,18177,1713772697896
252,35290,1713772702899
253,28296,1713772707899
254,16347,1713772712903
255,9789,1713772717905
256,41246,1713772722906
257,39224,1713772727911
258,48362,1713772732914
259,16766,1713772737914
260,49971,1713772742919
261,46065,1713772747921
262,10789,1713772752923
263,16077,1713772757928
264,31022,1713772762930
265,48378,1713772767931
266,32359,1713772772935
267,22845,1713772777938
268,32835,1713772782938
269,42291,1713772787943
270,29576,1713772792945
271,15901,1713772797945
272,23642,1713772802951
273,3836,1713772807954
274,173,1713772812955
275,14994,1713772817959
276,36995,1713772822962
277,21634,1713772827963
278,49530,1713772832967
279,32262,1713772837967
280,7656,1713772842968
281,49485,1713772847973
282,48778,1713772852975
283,12289,1713772857976
284,22216,1713772862981
285,21170,1713772867984
286,6225,1713772872985
287,49099,1713772877990
288,29372,1713772882992
289,21539,1713772887994
290,14834,1713772892999
291,19655,1713772898001
292,20173,1713772903002
293,42043,1713772908005
294,11562,1713772913007
295,37726,1713772918008
296,9646,1713772923014
297,41285,1713772928017
298,43258,1713772933018
299,42100,1713772938023
300,48553,1713772943026
301,47050,1713772948027
302,31354,1713772953032
303,49793,1713772958035
304,21284,1713772963036
305,47117,1713772968041
306,29502,1713772973044
307,36553,1713772978045
308,44145,1713772983050
309,20856,1713772988052
310,14844,1713772993053
311,19699,1713772998058
312,2353,1713773003060
313,22227,1713773008061
314,31829,1713773013066
315,29506,1713773018069
316,24407,1713773023070
317,20121,1713773028075
318,20821,1713773033078
319,18171,1713773038079
320,39695,1713773043084
321,26660,1713773048087
322,1980,1713773053088
323,44041,1713773058093
324,49669,1713773063096
325,28961,1713773068097
326,23651,1713773073102
327,5170,1713773078105
328,21608,1713773083105
329,17877,1713773088110
330,28083,1713773093113
331,16642,1713773098114
332,14498,1713773103119
333,35332,1713773108122
334,17270,1713773113123
335,49604,1713773118127
336,2815,1713773123130
337,3621,1713773128131
338,31091,1713773133136
339,44903,1713773138139
340,5057,1713773143140
341,12823,1713773148145
342,18832,1713773153147
343,48693,1713773158148
344,28631,1713773163153
345,14952,1713773168156
346,19729,1713773173157
347,48386,1713773178160
348,47904,1713773183163
349,14794,1713773188164
350,33938,1713773193169
351,5631,1713773198171
352,12176,1713773203172
353,36974,1713773208177
354,12212,1713773213179
355,42123,1713773218181
356,46829,1713773223186
357,9047,1713773228189
358,12739,1713773233190
359,23084,1713773238195
360,26494,1713773243198
361,19437,1713773248199
362,28827,1713773253203
363,39457,1713773258205
364,15584,1713773263206
365,34617,1713773268211
366,31053,1713773273214
367,28172,1713773278215
368,21862,1713773283220
369,23755,1713773288223
370,41094,1713773293224
371,32826,1713773298226
372,22979,1713773303230
373,36813,1713773308231
374,3471,1713773313236
375,43281,1713773318239
376,35486,1713773323240
377,31720,1713773328245
378,2541,1713773333248
379,12241,1713773338248
380,45550,1713773343254
381,22789,1713773348255
382,31954,1713773353255
383,24540,1713773358260
384,32464,1713773363264
385,18759,1713773368265
386,15999,1713773373270
387,15716,1713773378273
388,33748,1713773383274
389,15118,1713773388280
390,5096,1713773393283
391,43188,1713773398284
392,10832,1713773403284
393,35092,1713773408287
394,10669,1713773413287
395,5664,1713773418293
396,5539,1713773423295
397,42442,1713773428297
398,12182,1713773433302
399,39171,1713773438305
400,22659,1713773443306
401,33105,1713773448311
402,20724,1713773453315
403,1832,1713773458315
404,1675,1713773463320
405,32254,1713773468323
406,20747,1713773473324
407,32356,1713773478329
408,7453,1713773483332
409,21259,1713773488333
410,25756,1713773493336
411,48849,1713773498336
412,22869,1713773503337
413,32533,1713773508342
414,41079,1713773513345
415,801,1713773518346
416,34589,1713773523351
417,33420,1713773528354
418,44110,1713773533355
419,1052,1713773538360
420,36168,1713773543363
421,40443,1713773548364
422,35840,1713773553369
423,27967,1713773558371
424,45036,1713773563372
425,24114,1713773568377
426,20666,1713773573379
427,45115,1713773578380
428,29952,1713773583383
429,20393,1713773588383
430,17764,1713773593384
431,15783,1713773598387
432,2058,1713773603390
433,21245,1713773608391
434,21153,1713773613396
435,4017,1713773618399
436,10094,1713773623400
437,19289,1713773628404
438,34164,1713773633406
439,9542,1713773638407
440,40209,1713773643412
441,3538,1713773648415
442,31168,1713773653415
443,46815,1713773658419
444,23387,1713773663422
445,17242,1713773668423
446,19751,1713773673427
447,49327,1713773678428
448,48500,1713773683428
449,44467,1713773688434
450,8737,1713773693435
451,30714,1713773698436
452,23168,1713773703441
453,7052,1713773708444
454,11220,1713773713444
455,39659,1713773718447
456,26855,1713773723450
457,37477,1713773728451
458,28687,1713773733455
459,37781,1713773738458
460,31753,1713773743459
461,43003,1713773748463
462,14009,1713773753466
463,32498,1713773758467
464,24277,1713773763471
465,19961,1713773768474
466,5575,1713773773475
467,33575,1713773778479
468,4495,1713773783480
469,6814,1713773788481
470,12704,1713773793483
471,14210,1713773798486
472,6206,1713773803487
473,769,1713773808490
474,49848,1713773813493
475,44307,1713773818494
476,13772,1713773823499
477,5540,1713773828499
478,2933,1713773833499
479,22110,1713773838503
480,46027,1713773843506
481,15413,1713773848506
482,120,1713773853510
483,4753,1713773858514
484,25532,1713773863515
485,20490,1713773868519
486,23186,1713773873522
487,3358,1713773878524
488,35836,1713773883527
489,21633,1713773888528
490,28248,1713773893529
491,44520,1713773898531
492,41383,1713773903534
493,22403,1713773908535
494,27218,1713773913538
495,49646,1713773918543
496,7536,1713773923544
497,36599,1713773928548
498,37161,1713773933551
499,32151,1713773938551
500,6099,1713773943555
501,29582,1713773948557
502,32374,1713773953558
503,14948,1713773958562
504,14424,1713773963563
505,21342,1713773968564
506,770,1713773973567
507,20146,1713773978571
508,8587,1713773983572
509,17412,1713773988575
510,12303,1713773993576
511,32854,1713773998576
512,23097,1713774003581
513,46995,1713774008583
514,33496,1713774013584
